focal_entity,candidate_entity,label,description_of_focal_entity,description_of_candidate_entity,smile_feature_of_focal_entity,smile_feature_of_candidate_entity
Iopamidol,Leuprolide,False,"Iopamidol is a contrast agent developed by Bracco with nonionic, low-osmolar properties.;;;;","Leuprolide is a synthetic 9-residue peptide analogue of gonadotropin-releasing hormone (GnRH). Unlike the endogenous decapeptide GnRH, leuprolide contains a single D-amino acid (D-leucyl) residue, which helps to increase its circulating half-life from three to four minutes to approximately three hours.[A203222] As a GnRH mimic, leuprolide is capable of binding to the GnRH receptor (GnRHR) and inducing downstream modulation of both gonadotropin hormone and sex steroid levels. Prolonged activation of GnRHR results in significant downregulation of sex steroid levels, which is primarily responsible for the clinical efficacy of leuprolide in diverse conditions, including advanced prostate cancer, endometriosis, and central precocious puberty.[A203126, A203132];;;;",C[C@H](O)C(=O)NC1=C(I)C(C(=O)NC(CO)CO)=C(I)C(C(=O)NC(CO)CO)=C1I,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1
Sofosbuvir,Bacitracin,False,"Sofosbuvir (tradename Sovaldi) is a direct acting antiviral medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, and affecting 72% of all chronic HCV patients [L852]. Treatment options for chronic Hepatitis C have advanced significantly since 2011, with the development of Direct Acting Antivirals (DAAs) such as sofosbuvir. As a prodrug nucleotide analog, Sofosbuvir is metabolized into its active form as the antiviral agent 2'-deoxy-2'-α-fluoro-β-C-methyluridine-5'-triphosphate (also known as GS-461203), which acts as a defective substrate for NS5B (non-structural protein 5B) [synthesis]. NS5B, an RNA-dependent RNA polymerase, is essential for the transcription of Hepatitis C viral RNA and for its high replicative rate and genetic diversity [A19594]. Sofosbuvir and other direct acting antivirals are therefore very potent options for the treatment of Hepatitis C, as they exhibit a high barrier to the development of resistance [A19593]. This is an important advantage relative to HCV drugs that target other viral enzymes such as the protease, for which rapid development of resistance has proven to be an important cause of therapeutic failure.  ;;;;","Bacitracin is a combination of at least 9 bacitracins.[A955,A181952] 60-80% of commercially prepared bacitracin is bacitracin A.[A181952] The bacillus that produces bacitracin was first isolated from a knee scrape in 1945 from the knee wound of a child named Margaret Tracy.[A181952];;;;",CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1,CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC
Brinzolamide,Benzoic Acid,False,"Brinzolamide is a highly specific, non-competitive, reversible carbonic anhydrase inhibitor. Carbonic anhydrase (CA) is an enzyme found in many tissues of the body including the eye. It catalyzes the reversible reaction involving the hydration of carbon dioxide and the dehydration of carbonic acid. In humans, carbonic anhydrase exists as a number of isoenzymes, the most active being carbonic anhydrase II (CA-II). Inhibition of carbonic anhydrase in the ciliary processes of the eye decreases aqueous humor secretion, presumably by slowing the formation of bicarbonate ions with subsequent reduction in sodium and fluid transport. The result is a reduction in intraocular pressure. Brinzolamide is indicated in the treatment of elevated intraocular pressure in patients with ocular hypertension or open-angle glaucoma.;;;;","A fungistatic compound that is widely used as a food preservative. It is conjugated to GLYCINE in the liver and excreted as hippuric acid. As the sodium salt form, sodium benzoate is used as a treatment for urea cycle disorders due to its ability to bind amino acids. This leads to excretion of these amino acids and a decrease in ammonia levels. Recent research shows that sodium benzoate may be beneficial as an add-on therapy (1 gram/day) in schizophrenia. Total Positive and Negative Syndrome Scale scores dropped by 21% compared to placebo.;;;;",CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,OC(=O)C1=CC=CC=C1
Aciclovir,Quinagolide,False,"Acyclovir is a nucleotide analog antiviral used to treat herpes simplex, _Varicella zoster_, herpes zoster, herpes labialis, and acute herpetic keratitis[L7303,L7315,L7318,L7321,L7324,L7327]. Acyclovir is generally used first line in the treatment of these viruses and some products are indicated for patients as young as 6 years old.[L7321];;;;","Quinagolide is a non-ergot-derived selective dopamine D2 receptor agonist used for the treatment of elevated levels of prolactin or hyperprolactinaemia. Hyperprolalctinaemia is associated with gonadal dysfunction, including infertility and reduced libido, as well as long-term complications such as osteoporosis [A19684]. Newer dopamine receptor agonists such as quinagolide and [DB00248] are shown to effectively inhibit prolactin secretion with improved efficacy over [DB01200]. These drugs are effective in patients who are intolerant or resistant to [DB01200]. Quinagolide exists as a racemate and its relevant clinical activity is mediated predominantly by the (-) enantiomer. It is typically present in the hydrochloride salt form and is marketed as oral tablets under the brand name Norprolac contained as a racemate. Quinagolide is currently available in several countries including Canada, but not approved for treatment in the United States.;;;;",NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,[H][C@]12C[C@@H](CN(CCC)[C@]1([H])CC1=CC=CC(O)=C1C2)NS(=O)(=O)N(CC)CC
Clenbuterol,Paroxetine,False,A substituted phenylaminoethanol that has beta-2 adrenomimetic properties at very low doses. It is used as a bronchodilator in asthma.;;;;,"Paroxetine is a selective serotonin reuptake inhibitor (SSRI) drug commonly known as Paxil. It has a variety of uses, including the treatment of anxiety disorders, major depression, posttraumatic stress disorder, and symptoms of menopause, among others.[T653] It was approved by the FDA in the early 1990s and marketed by SmithKline Beecham.[L7712,L7715] A unique feature of this drug is that it is highly potent and selective in its inhibition of serotonin reuptake and has little effect on other neurotransmitters.[A31914] Because of its potent inhibition of serotonin reuptake, paroxetine is more likely to cause withdrawal effects upon cessation. Paroxetine is well tolerated in most patients with a similar adverse effect profile to other members of its drug class.[A31914] The controlled release formulation was designed to decrease the likelihood of nausea that is sometimes associated with paroxetine.[L7700,L7742];;;;",CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1
Bortezomib,Zinc sulfate,False,"Bortezomib is a dipeptide boronic acid derivative and proteasome inhibitor used to treat multiple myeloma and mantle cell lymphoma.[A204083] The 26S proteasome is a protein complex that degrades ubiquitinated proteins in the ubiquitin-proteasome pathway: reversible inhibition of the 26S proteasome, leading to cell cycle arrest and apoptosis of cancer cells, is thought to be the main mechanism of action of bortezomib.[L14180] However, multiple mechanisms may be involved in the anticancer activity of bortezomib.[A204083];;;;","Zinc sulfate is the inorganic compound with the formula ZnSO4 and historically known as ""white vitriol"". It is on the World Health Organization's List of Essential Medicines, a list of the most important medication needed in a basic health system.;;;;",CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,[Zn++].[O-]S([O-])(=O)=O
Chloramphenicol,Methazolamide,False,"An antibiotic first isolated from cultures of _Streptomyces venequelae_ in 1947 but now produced synthetically. It has a relatively simple structure and was the first broad-spectrum antibiotic to be discovered. It acts by interfering with bacterial protein synthesis and is mainly bacteriostatic. (From Martindale, The Extra Pharmacopoeia, 29th ed, p106);;;;",A carbonic anhydrase inhibitor that is used as a diuretic and in the treatment of glaucoma.;;;;,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,CN1N=C(S\C1=N\C(C)=O)S(N)(=O)=O
Carbimazole,Nalbuphine,False,"An imidazole antithyroid agent. Carbimazole is metabolized to methimazole, which is responsible for the antithyroid activity.;;;;",A narcotic used as a pain medication. It appears to be an agonist at kappa opioid receptors and an antagonist or partial agonist at mu opioid receptors. Nalbuphine is the only opioid analgesic that is not a controlled substance in the United States.;;;;,CCOC(=O)N1C=CN(C)C1=S,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5
Vorinostat,Methylnaltrexone,False,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned using combinations of vorinostat with other drugs.;;;;",Methylnaltrexone is a pheriphally-acting μ-opioid antagonist that acts on the gastrointestinal tract to decrease opioid-induced constipation without producing analgesic effects or withdrawal symptoms. It is also a weak CYP2D6 inhibitor. FDA approved in 2008.;;;;,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35
Chlorthalidone,Calcium Acetate,False,"Chlorthalidone is a thiazide-like diuretic used for the treatment of hypertension and for management of edema caused by conditions such as heart failure or renal impairment. Chlorthalidone improves blood pressure and swelling by preventing water absorption from the kidneys through inhibition of the Na+/Cl− symporter in the distal convoluted tubule cells in the kidney. The exact mechanism of chlorthalidone's anti-hypertensive effect is under debate, however, it is thought that increased diuresis results in decreased plasma and extracellular fluid volume, decreased cardiac output and therefore overall reduction in blood pressure.[A176324];;;;","The chemical compound calcium acetate is the calcium salt of acetic acid. It has been commonly referred to as the acetate of lime. The anhydrous form is very hygroscopic, therefore the monohydrate is the common form.;;;;",NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,[Ca++].CC([O-])=O.CC([O-])=O
Metamizole,Edrophonium,False,"Metamizole (dipyrone) is a pyrazolone derivative that belongs to the group of nonacid nonopioids. It is considered a potent analgesic and antipyretic with favourable gastrointestinal tolerability.[A251885] Metamizole was formerly marketed in the US as Dimethone tablets and injection, Protemp oral liquid, and other drug products, and was withdrawn due to its association with potentially fatal agranulocytosis. Approvals of the NDA's for metamizole drug products were withdrawn on June 27, 1977 (see the Federal Register of June 17, 1977, 42 FR 30893).[L42975] In 1963, metamizole was withdrawn from the Canadian market and banned in the UK, France, Sweden, Norway and Australia.[A251805] Metamizole is still used in certain countries in Europe, Asia and South America.[A251805];;;;","A rapid-onset, short-acting cholinesterase inhibitor used in cardiac arrhythmias and in the diagnosis of myasthenia gravis. It has also been used as an antidote to curare principles.;;;;",CN(CS(O)(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,CC[N+](C)(C)C1=CC(O)=CC=C1
Roflumilast,Vilazodone,False,"Roflumilast is a highly selective phosphodiesterase-4 (PDE4) inhibitor first approved in the EU in April 2010 for the management of chronic obstructive pulmonary disease.[A251385] PDE4 is a major cyclic-3',5′-adenosinemonophosphate (cyclic AMP, cAMP)-metabolizing enzyme[L37564] expressed on nearly all immune and pro-inflammatory cells, in addition to structural cells like those of the smooth muscle or epithelium.[A251385] The resultant increase in intracellular cAMP induced by roflumilast's inhibition of PDE4 is thought to mediate its disease-modifying effects, although its precise mechanism of action has yet to be elucidated.[L37564,A251385];;;;","Vilazodone is a novel compound with combined high affinity and selectivity for the 5-hydroxytryptamine (5-HT) transporter and 5-HT(1A) receptors[Label,A177622]. Vilazodone may also be associated with less sexual dysfunction and weight gain[A6947]. Vilazodone was given FDA approval on January 21, 2011[L6046,A177622].;;;;",FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl,NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1
Paliperidone,Cimetropium,False,"Paliperidone is the primary active metabolite of risperidone. The mechanism of action is unknown but it is likely to act via a similar pathway to risperidone. It has been proposed that the drug's therapeutic activity in schizophrenia is mediated through a combination of central dopamine Type 2 (D2) and serotonin Type 2 (5HT2A) receptor antagonism. Paliperidone is also active as an antagonist at alpha 1 and alpha 2 adrenergic receptors and H1 histaminergic receptors, which may explain some of the other effects of the drug. Paliperidone was approved by the FDA for treatment of schizophrenia on December 20, 2006. It is available as an extended-release tablet, a once-monthly intramuscular injection, an every-three-month intramuscular injection, and a twice-yearly gluteal injection.[L16168,L37744,L4137,L37749];;;;",Cimetropium is a semi-synthetic belladonna alkaloid and derivative of scopolamine. It is a potent antimuscarinic and an effective antispasmodic drug. It is also endowed of a direct myolitic action which partially accounts for its antispasmodic activity. It has never been approved for use in the U.S. or Canada.;;;;,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1,[H][C@](CO)(C(=O)O[C@@]1([H])C[C@@]2([H])[C@]3([H])O[C@]3([H])[C@@]([H])(C1)[N+]2(C)CC1CC1)C1=CC=CC=C1
